Application_order,Course,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Status,Total_enrolled_grade,Total_enrolled_units,Total_approved_units,Total_evaluation_units
1,Social Service,122.0,1,19,4,4,127.3,Yes,Female,No,20,9.4,-0.8,-3.12,Graduate,23.83333334,12,12,13
1,Nursing,130.0,19,38,4,10,130.0,Yes,Female,No,23,7.6,2.6,0.32,Graduate,28.71428572,14,12,16
2,Journalism and Communication,133.1,3,1,4,5,115.0,Yes,Female,No,19,16.2,0.3,-0.92,Graduate,25.5,12,12,12
6,Nursing,150.0,1,37,1,1,131.5,Yes,Female,No,19,10.8,1.4,1.74,Graduate,27.85142858,16,14,16
1,Management (evening attendance),133.1,19,38,7,4,125.7,No,Female,No,26,10.8,1.4,1.74,Dropout,23.0,10,5,18
6,Nursing,141.0,1,37,4,3,126.8,Yes,Female,No,18,16.2,0.3,-0.92,Graduate,27.18730158,15,15,16
1,Informatics Engineering,146.0,1,37,7,7,132.4,Yes,Male,No,18,9.4,-0.8,-3.12,Dropout,16.0,10,1,10
1,Agronomy,150.0,38,37,9,9,150.0,Yes,Male,No,20,16.2,0.3,-0.92,Graduate,26.325,12,12,18
1,Advertising and Marketing Management,133.1,3,1,4,4,95.0,No,Male,No,19,15.5,2.8,-4.06,Dropout,0.0,12,0,13
1,Management (evening attendance),120.0,37,37,9,9,128.2,No,Male,No,32,10.8,1.4,1.74,Dropout,22.4,13,9,13
1,Equinculture,150.0,19,19,4,4,130.0,No,Male,No,31,9.4,-0.8,-3.12,Dropout,22.666666669999998,9,5,21
1,Informatics Engineering,133.1,1,19,4,5,100.0,No,Male,No,25,13.9,-0.3,0.79,Enrolled,21.0,10,2,24
1,Veterinary Nursing,140.0,19,3,9,1,159.9,Yes,Female,No,21,16.2,0.3,-0.92,Graduate,26.666666669999998,12,10,24
1,Management (evening attendance),140.0,37,37,4,9,100.0,No,Female,No,31,12.7,3.7,-1.7,Dropout,21.75,11,5,16
1,Basic Education,133.1,37,37,5,5,116.5,No,Female,No,34,16.2,0.3,-0.92,Dropout,23.0,14,2,18
1,Social Service,128.0,19,19,9,9,120.0,No,Female,Yes,18,11.1,0.6,2.02,Graduate,26.333333330000002,12,12,17
3,Social Service,117.0,19,19,9,9,117.0,Yes,Female,No,19,12.4,0.5,1.79,Dropout,0.0,12,0,0
1,Advertising and Marketing Management,140.0,19,37,3,6,140.0,Yes,Female,No,21,8.9,1.4,3.51,Enrolled,23.0,12,2,23
2,Basic Education,124.0,38,37,5,3,118.1,Yes,Female,No,18,9.4,-0.8,-3.12,Dropout,24.8,12,8,21
1,Tourism,158.0,19,39,4,8,153.5,Yes,Female,No,20,11.1,0.6,2.02,Graduate,30.833333330000002,12,12,13
1,Journalism and Communication,137.0,38,37,9,5,127.9,Yes,Female,No,20,15.5,2.8,-4.06,Graduate,24.69047619,12,12,13
3,Advertising and Marketing Management,123.0,38,38,7,8,118.8,Yes,Female,Yes,18,11.1,0.6,2.02,Graduate,24.333333330000002,12,10,21
1,Social Service,126.0,38,38,7,8,126.7,Yes,Female,No,19,7.6,2.6,0.32,Graduate,24.083333330000002,12,10,18
1,Veterinary Nursing,170.0,19,19,5,1,170.0,Yes,Female,No,19,12.7,3.7,-1.7,Enrolled,14.75,10,4,12
1,Equinculture,133.1,3,1,5,5,110.0,Yes,Female,Yes,30,11.1,0.6,2.02,Dropout,10.0,12,1,23
1,Social Service,115.0,19,38,5,5,115.0,Yes,Female,No,19,11.1,0.6,2.02,Graduate,24.85714286,12,12,13
3,Oral Hygiene,132.0,38,37,7,7,119.0,Yes,Female,No,19,12.7,3.7,-1.7,Graduate,25.47777778,15,15,17
4,Nursing,132.0,1,37,4,7,121.8,Yes,Female,Yes,19,12.7,3.7,-1.7,Graduate,27.2,16,14,16
1,Veterinary Nursing,143.0,19,38,9,9,133.4,Yes,Female,No,19,12.4,0.5,1.79,Graduate,31.875,12,12,15
3,Social Service,137.0,1,1,3,3,131.4,Yes,Female,No,20,7.6,2.6,0.32,Graduate,23.3,12,11,16
1,Informatics Engineering,130.0,19,37,9,3,135.0,No,Male,No,25,13.9,-0.3,0.79,Dropout,14.0,11,2,12
2,Journalism and Communication,121.0,19,19,9,9,122.8,No,Male,No,19,12.4,0.5,1.79,Dropout,0.0,12,0,0
1,Basic Education,130.0,37,19,7,3,140.0,No,Female,Yes,34,9.4,-0.8,-3.12,Graduate,32.34285714,12,12,17
2,Nursing,135.0,38,37,9,5,125.3,Yes,Female,Yes,18,12.7,3.7,-1.7,Graduate,23.57142858,16,14,16
6,Nursing,137.0,1,1,4,5,126.3,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,26.8475,16,16,16
1,Advertising and Marketing Management,100.0,38,38,9,10,100.0,No,Female,No,20,11.1,0.6,2.02,Graduate,26.666666669999998,12,11,18
2,Nursing,127.0,19,37,9,7,121.3,Yes,Female,Yes,20,10.8,1.4,1.74,Graduate,24.92857142,16,14,16
1,Management (evening attendance),140.0,38,38,191,193,135.0,No,Female,No,23,8.9,1.4,3.51,Enrolled,24.975,20,13,33
1,Advertising and Marketing Management,140.0,37,37,6,6,120.0,No,Female,No,28,10.8,1.4,1.74,Dropout,10.0,12,1,17
1,Journalism and Communication,121.0,37,19,9,10,113.7,No,Female,No,18,15.5,2.8,-4.06,Enrolled,25.02857143,12,11,18
1,Management,131.0,19,38,9,9,129.7,Yes,Female,No,19,16.2,0.3,-0.92,Graduate,25.0,10,9,11
1,Management,151.0,38,37,9,8,132.1,Yes,Female,No,34,7.6,2.6,0.32,Dropout,22.0,10,6,13
1,Basic Education,130.0,37,37,7,8,120.3,No,Female,No,35,8.9,1.4,3.51,Dropout,0.0,13,0,7
1,Management (evening attendance),120.0,37,37,9,7,120.0,No,Female,No,32,12.4,0.5,1.79,Graduate,23.93333333,10,10,15
2,Tourism,136.0,19,19,4,7,123.1,Yes,Female,No,19,11.1,0.6,2.02,Graduate,25.666666669999998,12,12,14
5,Advertising and Marketing Management,125.0,1,19,9,7,119.4,Yes,Female,No,18,11.1,0.6,2.02,Graduate,26.26666667,12,9,17
1,Management,133.1,37,37,9,9,140.0,No,Female,No,35,9.4,-0.8,-3.12,Dropout,24.3,10,9,16
1,Social Service (evening attendance),133.1,1,12,4,5,116.5,No,Male,Yes,24,12.4,0.5,1.79,Enrolled,23.75,12,8,16
1,Social Service,120.0,19,37,9,9,113.0,Yes,Female,Yes,20,13.9,-0.3,0.79,Graduate,24.33928571,12,12,15
3,Journalism and Communication,143.0,19,19,4,9,133.9,Yes,Male,Yes,18,16.2,0.3,-0.92,Graduate,26.5,12,12,14
3,Nursing,133.1,38,19,7,9,115.5,Yes,Male,Yes,20,10.8,1.4,1.74,Graduate,26.04857142,16,14,16
5,Tourism,121.0,1,19,4,7,116.5,Yes,Male,No,18,9.4,-0.8,-3.12,Dropout,0.0,12,0,12
1,Informatics Engineering,168.0,19,19,4,4,171.2,No,Male,Yes,18,12.4,0.5,1.79,Graduate,35.9047619,10,10,14
1,Advertising and Marketing Management,124.0,19,37,5,7,119.1,No,Male,Yes,20,9.4,-0.8,-3.12,Graduate,22.5,10,8,14
2,Basic Education,127.0,19,38,3,3,121.1,Yes,Male,No,19,12.4,0.5,1.79,Dropout,26.166666669999998,14,12,19
2,Communication Design,129.0,1,1,4,9,132.9,Yes,Male,Yes,20,7.6,2.6,0.32,Enrolled,25.175,12,11,15
1,Social Service,137.0,19,1,9,9,132.8,No,Male,No,19,10.8,1.4,1.74,Graduate,24.66666666,12,12,14
1,Journalism and Communication,120.0,36,37,0,0,126.7,Yes,Male,No,20,7.6,2.6,0.32,Graduate,24.1,12,9,20
1,Nursing,110.0,19,19,9,7,105.8,Yes,Male,No,22,11.1,0.6,2.02,Graduate,28.1047619,15,13,17
2,Informatics Engineering,120.0,1,19,9,8,117.2,No,Male,Yes,18,11.1,0.6,2.02,Enrolled,27.125,11,10,18
1,Nursing,143.0,38,38,9,9,140.0,No,Male,No,19,12.7,3.7,-1.7,Graduate,28.57142858,16,14,16
1,Agronomy,120.0,1,19,9,7,120.0,No,Male,No,22,13.9,-0.3,0.79,Dropout,21.75,12,5,27
5,Informatics Engineering,124.0,4,12,2,9,119.5,Yes,Male,No,20,8.9,1.4,3.51,Graduate,32.400000000000006,10,10,10
1,Agronomy,168.0,1,41,9,3,153.9,No,Male,No,34,12.4,0.5,1.79,Dropout,0.0,12,0,7
1,Social Service (evening attendance),133.1,1,1,4,4,130.0,No,Male,No,24,16.2,0.3,-0.92,Dropout,10.0,11,1,19
2,Advertising and Marketing Management,150.0,34,34,0,0,107.0,Yes,Male,No,26,7.6,2.6,0.32,Dropout,0.0,10,0,10
1,Nursing,140.0,37,37,9,6,132.8,No,Male,No,35,12.4,0.5,1.79,Dropout,24.98,14,9,19
1,Management (evening attendance),145.0,2,37,4,9,127.5,Yes,Male,No,22,7.6,2.6,0.32,Graduate,24.228571430000002,10,10,16
1,Tourism,118.0,38,38,5,5,123.3,Yes,Male,No,26,9.4,-0.8,-3.12,Enrolled,22.0,12,7,21
1,Management,123.0,1,19,3,4,122.0,No,Male,No,19,8.9,1.4,3.51,Dropout,12.33333333,10,3,12
5,Tourism,120.0,3,19,3,9,114.8,Yes,Male,No,19,8.9,1.4,3.51,Dropout,0.0,12,0,0
1,Animation and Multimedia Design,140.0,3,3,2,2,140.0,No,Male,No,20,15.5,2.8,-4.06,Graduate,0.0,0,0,0
1,Advertising and Marketing Management,126.0,3,3,1,10,111.0,No,Male,No,21,11.1,0.6,2.02,Graduate,25.43333333,19,18,21
2,Journalism and Communication,137.0,1,19,7,7,133.2,Yes,Female,Yes,19,13.9,-0.3,0.79,Graduate,29.71428571,12,12,13
3,Journalism and Communication,130.0,19,19,9,9,123.0,Yes,Female,No,18,12.7,3.7,-1.7,Graduate,25.5,12,12,13
1,Agronomy,150.0,1,38,8,8,150.0,No,Female,Yes,23,8.9,1.4,3.51,Graduate,27.68461538,22,22,26
3,Management,147.0,19,38,5,7,132.3,Yes,Female,Yes,18,12.7,3.7,-1.7,Graduate,25.6,10,10,11
1,Nursing,140.0,37,38,5,7,126.0,Yes,Female,No,18,12.7,3.7,-1.7,Graduate,26.62857142,16,14,16
3,Nursing,132.0,38,38,9,9,119.3,Yes,Female,No,19,10.8,1.4,1.74,Graduate,23.97714286,16,14,16
1,Management,130.0,1,19,143,172,133.8,Yes,Female,No,21,8.9,1.4,3.51,Graduate,24.43434344,20,19,30
1,Veterinary Nursing,130.0,37,37,9,6,126.5,Yes,Female,Yes,18,15.5,2.8,-4.06,Graduate,30.33653846,12,12,21
1,Journalism and Communication,151.0,38,37,9,5,138.4,Yes,Female,Yes,24,10.8,1.4,1.74,Graduate,26.5,12,12,13
4,Nursing,144.0,3,39,2,3,129.0,Yes,Female,No,18,16.2,0.3,-0.92,Dropout,26.06111111,15,15,17
1,Advertising and Marketing Management,127.0,19,1,5,7,118.3,Yes,Female,No,18,13.9,-0.3,0.79,Enrolled,24.333333330000002,12,9,17
2,Nursing,131.0,19,37,9,7,129.8,Yes,Female,No,20,12.4,0.5,1.79,Graduate,29.02,15,13,18
2,Veterinary Nursing,123.0,1,19,4,9,113.6,Yes,Female,No,19,9.4,-0.8,-3.12,Enrolled,23.75,10,7,21
5,Journalism and Communication,130.0,34,38,0,8,128.3,Yes,Female,Yes,18,7.6,2.6,0.32,Dropout,22.666666669999998,12,6,27
1,Tourism,130.0,1,19,5,7,130.0,No,Female,Yes,19,10.8,1.4,1.74,Dropout,23.0,12,7,25
2,Basic Education,131.0,1,38,4,8,121.9,Yes,Female,No,19,10.8,1.4,1.74,Graduate,23.799999999999997,12,10,17
5,Social Service,135.0,1,38,9,3,129.4,No,Female,No,18,10.8,1.4,1.74,Graduate,24.5,12,12,12
2,Basic Education,123.0,19,1,194,103,115.3,Yes,Female,No,20,11.1,0.6,2.02,Enrolled,27.5,14,12,16
5,Nursing,145.0,38,38,9,9,125.5,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,27.5275,16,16,16
6,Oral Hygiene,118.0,38,38,5,5,117.8,Yes,Female,Yes,19,11.1,0.6,2.02,Graduate,25.200000000000003,14,12,19
3,Management,125.0,3,38,2,10,118.7,Yes,Female,No,18,13.9,-0.3,0.79,Enrolled,22.666666669999998,10,6,27
2,Nursing,152.0,37,37,9,9,139.0,Yes,Female,No,18,7.6,2.6,0.32,Graduate,28.66666666,14,12,14
1,Veterinary Nursing,101.0,1,37,4,9,98.9,Yes,Female,No,21,11.1,0.6,2.02,Enrolled,25.166666669999998,12,6,25
1,Tourism,137.0,34,38,0,7,137.7,Yes,Female,No,19,7.6,2.6,0.32,Dropout,10.0,12,1,27
4,Nursing,123.0,1,1,3,3,113.6,Yes,Female,No,21,12.4,0.5,1.79,Graduate,29.318472219999997,15,15,17
1,Veterinary Nursing,120.0,4,1,2,9,113.4,No,Female,No,18,11.1,0.6,2.02,Enrolled,25.25,12,7,31
3,Oral Hygiene,131.0,19,38,9,7,128.5,No,Female,Yes,18,12.7,3.7,-1.7,Graduate,26.76805556,15,15,17
1,Nursing,141.0,1,1,3,10,142.8,No,Female,No,18,11.1,0.6,2.02,Graduate,27.694444439999998,15,15,16
1,Equinculture,144.0,3,1,1,3,137.7,No,Female,No,23,10.8,1.4,1.74,Dropout,12.0,10,1,19
1,Social Service,107.0,19,37,7,7,103.5,Yes,Female,No,20,16.2,0.3,-0.92,Enrolled,23.2,12,7,22
1,Nursing,133.0,38,38,5,5,123.2,No,Female,No,18,16.2,0.3,-0.92,Graduate,26.61904762,15,15,16
2,Basic Education,126.0,1,19,2,10,126.0,Yes,Female,No,19,7.6,2.6,0.32,Enrolled,23.4,12,10,17
1,Nursing,133.1,1,38,3,7,121.7,No,Female,Yes,27,12.4,0.5,1.79,Enrolled,24.28571429,14,12,17
1,Management,147.0,37,37,9,6,142.8,Yes,Female,Yes,19,11.1,0.6,2.02,Enrolled,24.8,10,9,10
1,Equinculture,120.0,1,19,9,9,120.0,Yes,Female,No,21,15.5,2.8,-4.06,Dropout,22.5,12,10,27
1,Nursing,130.0,37,38,7,8,119.3,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,22.8,16,14,16
1,Social Service,120.0,37,37,6,9,121.0,No,Female,Yes,21,13.9,-0.3,0.79,Graduate,23.66666666,12,12,14
5,Journalism and Communication,138.0,19,19,9,9,139.4,Yes,Female,No,18,10.8,1.4,1.74,Graduate,25.0,12,9,17
1,Veterinary Nursing,124.0,19,38,7,7,113.9,Yes,Female,Yes,20,12.7,3.7,-1.7,Graduate,27.0,10,9,16
1,Basic Education,133.0,37,37,9,7,124.6,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,26.5,12,10,17
1,Communication Design,122.0,1,1,4,8,123.8,Yes,Female,Yes,18,12.7,3.7,-1.7,Dropout,22.833333330000002,12,12,14
3,Veterinary Nursing,138.0,1,3,4,4,126.3,Yes,Female,No,18,8.9,1.4,3.51,Graduate,27.333333330000002,12,12,17
4,Journalism and Communication,134.0,1,1,3,3,120.4,Yes,Female,Yes,18,16.2,0.3,-0.92,Graduate,25.833333330000002,12,12,12
3,Nursing,128.0,1,1,7,7,120.5,Yes,Female,Yes,19,12.4,0.5,1.79,Enrolled,25.54,14,12,17
1,Veterinary Nursing,140.0,19,38,8,9,144.9,Yes,Female,No,23,8.9,1.4,3.51,Enrolled,26.5,20,19,33
1,Veterinary Nursing,133.1,19,19,4,9,139.9,Yes,Female,Yes,24,8.9,1.4,3.51,Graduate,25.333333330000002,12,12,18
1,Animation and Multimedia Design,142.0,1,1,3,3,133.3,Yes,Female,No,19,10.8,1.4,1.74,Graduate,0.0,0,0,0
3,Nursing,141.0,19,19,9,9,126.0,Yes,Female,No,18,12.7,3.7,-1.7,Graduate,31.31428572,16,14,16
2,Communication Design,145.0,1,19,4,3,133.5,No,Female,No,19,12.7,3.7,-1.7,Graduate,23.5,12,12,12
2,Basic Education,145.0,38,19,4,9,127.9,Yes,Female,No,19,10.8,1.4,1.74,Dropout,0.0,12,0,0
1,Social Service,108.0,1,38,5,8,105.9,No,Female,Yes,20,11.1,0.6,2.02,Enrolled,21.76666667,12,10,20
1,Veterinary Nursing,132.0,1,12,4,5,124.3,No,Female,No,20,13.9,-0.3,0.79,Enrolled,26.0952381,12,11,21
1,Journalism and Communication,140.0,34,37,0,0,102.5,No,Female,No,26,7.6,2.6,0.32,Dropout,11.75,12,4,20
1,Tourism,133.1,19,1,9,5,97.0,No,Male,No,36,15.5,2.8,-4.06,Dropout,0.0,10,0,15
1,Animation and Multimedia Design,128.0,1,1,4,10,134.7,No,Male,No,19,10.8,1.4,1.74,Dropout,0.0,0,0,0
1,Informatics Engineering,120.0,19,37,9,9,113.8,No,Male,No,27,15.5,2.8,-4.06,Dropout,0.0,10,0,0
4,Informatics Engineering,120.0,3,1,123,152,116.9,No,Male,No,18,8.9,1.4,3.51,Dropout,13.0,10,1,14
4,Nursing,139.0,37,38,9,9,124.0,Yes,Male,Yes,18,10.8,1.4,1.74,Graduate,26.66285714,16,14,16
1,Communication Design,139.3,38,38,5,5,117.5,No,Male,No,28,12.4,0.5,1.79,Dropout,0.0,12,0,0
1,Animation and Multimedia Design,150.0,19,1,9,9,154.8,Yes,Male,No,21,12.4,0.5,1.79,Graduate,0.0,0,0,0
1,Nursing,138.0,19,37,4,9,141.0,No,Male,No,19,7.6,2.6,0.32,Graduate,27.4,14,12,14
1,Advertising and Marketing Management,133.1,6,22,3,3,120.0,No,Male,No,26,9.4,-0.8,-3.12,Dropout,0.0,10,0,10
1,Informatics Engineering,136.0,1,19,3,5,133.6,Yes,Male,No,20,11.1,0.6,2.02,Dropout,27.329545449999998,16,15,21
6,Nursing,134.0,38,38,9,9,122.0,Yes,Male,No,19,12.7,3.7,-1.7,Graduate,24.4,16,14,16
1,Management,140.0,19,19,7,3,120.0,Yes,Male,No,21,12.7,3.7,-1.7,Dropout,21.0,10,7,18
1,Advertising and Marketing Management,110.0,1,19,9,9,114.2,No,Male,Yes,23,8.9,1.4,3.51,Graduate,25.85714286,12,11,14
1,Social Service (evening attendance),133.1,38,37,4,8,95.5,No,Male,No,29,11.1,0.6,2.02,Graduate,26.0,12,12,17
1,Nursing,129.0,1,1,9,9,120.0,No,Male,No,20,12.7,3.7,-1.7,Graduate,30.05714286,16,14,16
1,Social Service,116.0,1,19,5,9,111.1,No,Male,No,18,15.5,2.8,-4.06,Graduate,23.71428571,12,12,15
1,Journalism and Communication,130.0,1,38,3,5,128.6,Yes,Male,No,19,9.4,-0.8,-3.12,Graduate,24.4,12,10,16
1,Oral Hygiene,130.0,1,37,4,8,130.0,No,Male,No,23,10.8,1.4,1.74,Dropout,25.0,15,6,15
1,Animation and Multimedia Design,116.0,38,1,5,1,111.1,No,Male,No,21,13.9,-0.3,0.79,Dropout,0.0,0,0,0
1,Management,136.0,1,1,9,3,122.7,Yes,Male,No,18,15.5,2.8,-4.06,Enrolled,24.5,10,9,13
1,Animation and Multimedia Design,147.0,37,19,7,7,134.4,Yes,Male,Yes,18,10.8,1.4,1.74,Graduate,0.0,0,0,0
5,Communication Design,117.0,19,37,5,5,131.0,Yes,Male,No,21,9.4,-0.8,-3.12,Dropout,14.0,12,1,13
1,Social Service,141.0,1,1,5,9,125.0,No,Male,No,22,11.1,0.6,2.02,Dropout,0.0,12,0,13
1,Oral Hygiene,133.1,3,19,2,8,106.0,Yes,Male,No,21,8.9,1.4,3.51,Graduate,24.958333330000002,14,12,19
1,Nursing,133.1,38,19,9,9,128.0,Yes,Male,No,32,16.2,0.3,-0.92,Dropout,0.0,15,0,0
1,Agronomy,120.0,1,19,4,1,120.0,Yes,Male,No,27,15.5,2.8,-4.06,Graduate,22.49797571,31,31,37
1,Nursing,148.0,19,38,9,8,134.8,Yes,Male,No,18,7.6,2.6,0.32,Graduate,26.7,14,12,14
1,Communication Design,130.0,1,1,5,3,112.0,Yes,Male,Yes,24,15.5,2.8,-4.06,Graduate,31.0,12,8,12
1,Equinculture,120.0,19,37,1,9,116.1,Yes,Male,No,22,12.7,3.7,-1.7,Dropout,10.5,10,2,14
1,Equinculture,120.0,2,3,3,2,120.0,Yes,Male,No,22,10.8,1.4,1.74,Dropout,0.0,10,0,6
3,Management,133.0,37,37,9,5,119.7,Yes,Male,No,19,13.9,-0.3,0.79,Graduate,25.083333330000002,10,10,14
6,Informatics Engineering,129.0,37,13,4,90,117.1,Yes,Male,No,19,7.6,2.6,0.32,Dropout,0.0,10,0,15
2,Veterinary Nursing,118.0,1,19,3,3,112.4,Yes,Male,No,21,10.8,1.4,1.74,Enrolled,22.1,10,7,22
2,Nursing,140.0,1,1,2,7,131.0,Yes,Female,Yes,18,9.4,-0.8,-3.12,Graduate,27.7625,16,16,16
2,Tourism,127.0,3,19,3,10,130.9,Yes,Female,No,18,9.4,-0.8,-3.12,Graduate,23.93333333,12,11,16
1,Animation and Multimedia Design,131.0,19,19,9,9,134.9,Yes,Female,No,20,16.2,0.3,-0.92,Dropout,0.0,0,0,0
1,Social Service,132.0,1,19,4,9,127.1,Yes,Female,No,19,13.9,-0.3,0.79,Graduate,26.52380953,12,12,14
5,Journalism and Communication,113.0,38,38,191,175,110.2,Yes,Female,No,19,8.9,1.4,3.51,Graduate,24.1,12,11,12
1,Tourism,115.0,12,1,9,3,108.7,Yes,Female,Yes,18,12.4,0.5,1.79,Graduate,22.73333333,12,11,15
1,Equinculture,133.1,1,1,3,9,138.0,Yes,Female,No,20,16.2,0.3,-0.92,Enrolled,26.333333330000002,12,12,21
1,Communication Design,150.0,12,37,3,9,147.7,No,Female,Yes,22,12.4,0.5,1.79,Graduate,27.34920635,16,16,16
1,Oral Hygiene,133.1,37,38,9,9,123.0,No,Female,No,31,12.4,0.5,1.79,Graduate,24.06190476,14,13,21
1,Basic Education,141.0,19,19,9,8,142.8,No,Female,Yes,19,16.2,0.3,-0.92,Graduate,28.571428570000002,14,14,14
2,Animation and Multimedia Design,140.0,1,3,3,3,138.3,Yes,Female,No,18,12.4,0.5,1.79,Enrolled,0.0,0,0,0
2,Tourism,136.0,38,38,9,7,125.2,Yes,Female,Yes,18,8.9,1.4,3.51,Graduate,24.68571429,12,11,17
1,Veterinary Nursing,140.0,12,1,1,90,141.8,No,Female,No,21,7.6,2.6,0.32,Graduate,28.200000000000003,10,10,12
5,Nursing,143.0,38,1,9,7,130.6,Yes,Female,Yes,18,13.9,-0.3,0.79,Graduate,28.21875,15,15,17
1,Management,130.0,2,37,2,8,130.0,No,Male,No,25,15.5,2.8,-4.06,Dropout,0.0,10,0,11
1,Informatics Engineering,133.1,1,3,5,8,100.0,No,Male,No,21,11.1,0.6,2.02,Dropout,0.0,11,0,13
2,Nursing,129.0,38,37,5,5,119.0,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,24.68571428,16,14,16
2,Journalism and Communication,132.0,38,1,9,9,124.3,Yes,Female,No,19,10.8,1.4,1.74,Enrolled,23.0,12,10,13
1,Tourism,118.0,11,34,5,0,122.2,Yes,Female,No,22,7.6,2.6,0.32,Dropout,21.5,12,5,24
1,Management,150.0,38,1,9,1,150.0,No,Male,No,19,12.4,0.5,1.79,Graduate,22.2,10,10,13
1,Social Service (evening attendance),133.1,37,37,9,5,135.5,No,Female,No,58,11.1,0.6,2.02,Dropout,0.0,12,0,12
2,Social Service,122.0,19,37,9,7,127.3,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,23.25,12,10,14
1,Advertising and Marketing Management,127.0,37,37,9,9,127.0,Yes,Male,No,23,9.4,-0.8,-3.12,Graduate,22.2,19,16,21
2,Journalism and Communication,122.0,37,37,9,9,126.9,Yes,Female,Yes,19,9.4,-0.8,-3.12,Enrolled,22.666666669999998,12,7,22
3,Nursing,131.0,19,1,4,7,127.5,Yes,Female,No,18,13.9,-0.3,0.79,Graduate,27.96964286,15,15,15
2,Veterinary Nursing,130.0,19,19,90,90,122.0,No,Female,No,20,7.6,2.6,0.32,Graduate,24.93333333,10,9,14
5,Veterinary Nursing,130.0,19,19,90,7,115.8,No,Female,No,18,12.7,3.7,-1.7,Dropout,0.0,12,0,0
1,Advertising and Marketing Management,130.0,3,19,5,5,121.6,No,Female,No,18,8.9,1.4,3.51,Graduate,27.26666667,12,11,14
4,Management,122.0,19,19,5,7,116.4,Yes,Female,Yes,18,11.1,0.6,2.02,Graduate,23.4,10,10,10
1,Equinculture,114.0,38,38,9,10,120.0,No,Female,No,24,11.1,0.6,2.02,Dropout,25.4047619,12,11,19
4,Basic Education,143.0,37,37,9,5,127.3,Yes,Female,No,18,10.8,1.4,1.74,Dropout,23.200000000000003,12,10,14
3,Management,127.0,1,38,5,7,123.5,Yes,Female,Yes,19,9.4,-0.8,-3.12,Enrolled,24.26666667,10,8,16
3,Social Service,141.0,19,38,9,7,125.6,Yes,Female,Yes,19,8.9,1.4,3.51,Graduate,23.16666666,12,12,14
1,Tourism,129.0,38,38,6,6,118.5,Yes,Female,No,18,7.6,2.6,0.32,Graduate,22.166666669999998,12,12,12
2,Equinculture,140.0,19,37,9,9,129.5,Yes,Female,No,18,12.7,3.7,-1.7,Enrolled,26.9,10,9,15
1,Animation and Multimedia Design,137.0,19,19,5,5,134.6,Yes,Female,Yes,19,10.8,1.4,1.74,Graduate,0.0,0,0,0
1,Veterinary Nursing,140.0,4,4,2,6,140.0,No,Female,No,22,13.9,-0.3,0.79,Graduate,24.833333330000002,12,10,18
1,Tourism,143.0,2,37,1,1,133.2,Yes,Female,No,19,10.8,1.4,1.74,Enrolled,26.9,12,7,25
1,Social Service,138.0,37,37,9,9,133.5,Yes,Female,Yes,21,12.7,3.7,-1.7,Enrolled,22.45,12,7,21
1,Journalism and Communication,120.0,19,38,9,7,117.9,Yes,Female,Yes,21,8.9,1.4,3.51,Graduate,25.833333330000002,12,11,13
3,Nursing,144.0,38,38,5,7,128.0,Yes,Female,Yes,18,10.8,1.4,1.74,Graduate,25.81714286,16,14,22
5,Basic Education,123.0,1,12,4,9,113.2,Yes,Female,No,20,10.8,1.4,1.74,Dropout,22.0,12,5,23
3,Tourism,129.0,37,38,7,7,122.0,Yes,Female,Yes,18,7.6,2.6,0.32,Enrolled,21.833333330000002,12,11,17
3,Communication Design,152.0,1,38,4,8,156.9,Yes,Female,No,19,12.7,3.7,-1.7,Graduate,31.16666666,12,12,15
2,Nursing,130.0,1,38,9,9,125.1,Yes,Female,Yes,18,11.1,0.6,2.02,Enrolled,25.69166667,15,12,20
1,Management,133.1,41,1,3,4,100.0,No,Male,No,26,11.1,0.6,2.02,Dropout,27.0,13,8,13
1,Informatics Engineering,160.0,1,3,143,152,160.0,No,Female,No,19,8.9,1.4,3.51,Enrolled,24.5,11,4,22
1,Social Service (evening attendance),140.0,37,37,9,9,101.0,No,Female,No,35,15.5,2.8,-4.06,Graduate,24.666666669999998,12,12,13
1,Advertising and Marketing Management,133.0,1,1,9,9,121.5,Yes,Female,Yes,19,12.4,0.5,1.79,Graduate,27.333333330000002,12,12,13
1,Veterinary Nursing,138.0,38,37,9,6,126.8,Yes,Male,No,18,10.8,1.4,1.74,Graduate,24.321428570000002,10,9,16
5,Advertising and Marketing Management,142.0,19,19,7,3,132.9,No,Male,No,19,7.6,2.6,0.32,Graduate,26.75,10,8,10
1,Animation and Multimedia Design,115.0,1,1,9,9,134.3,Yes,Male,No,25,12.4,0.5,1.79,Graduate,23.666666669999998,34,34,41
6,Tourism,125.0,1,1,4,3,120.5,Yes,Male,No,18,11.1,0.6,2.02,Graduate,28.666666669999998,12,12,12
